input_time|conversation_id|count|intent|user_input| entity_name|entity_value|action|bot_reply|,,,,,,
2022-08-10 09:04:17.675207|a6cc2ffec20949188698fd0a4c03befe|U0|greet|/greet|,,,,,,
2022-08-10 09:04:17.675207|a6cc2ffec20949188698fd0a4c03befe|B0|||||utter_greet|Hey! Welcome to the website of University of South Carolina, Columbia. I can help you with some basic questions regarding application, locations, student living, school services, etc. How can I help you?,
2022-11-10 12:44:22.025370|a29aca9b99d943088b4425d8c790f04d|B25|||||utter_age|What's your age?,,,,,,
2022-11-10 12:44:22.025428|a29aca9b99d943088b4425d8c790f04d|U21|answer_age|age_1|,,,,,,
2022-11-10 12:44:22.025504|a29aca9b99d943088b4425d8c790f04d|B26|||||utter_marriage|Are you married?,,,,,,
2022-11-10 12:44:22.025563|a29aca9b99d943088b4425d8c790f04d|U22|answer_marriage|marriage_2|,,,,,,
2022-11-10 12:44:22.025606|a29aca9b99d943088b4425d8c790f04d|B27|||||utter_education|What is your current completed education level?,,,,,,
2022-11-10 12:44:22.025639|a29aca9b99d943088b4425d8c790f04d|U23|answer_education|education_1|,,,,,,
2022-11-10 12:44:22.025683|a29aca9b99d943088b4425d8c790f04d|B28|||||utter_prefinish_2|Thanks for your participation and feedbacks. This is all about the experiment.,,,,,,
 ,,,,,,
 【Conversation ended】,,,,,,
2022-11-10 12:47:47.892484|2acb3fc8c67243beb7ad393a2fa2e542|U0|greet|/greet|,,,,,,
2022-11-10 12:47:47.892574|2acb3fc8c67243beb7ad393a2fa2e542|B0|||||utter_greet|Hey! Welcome to the website of University of South Carolina, Columbia. I can help you with some basic questions regarding application, locations, student housing, dining on campus, etc. How can I help you?,
2022-11-10 12:47:47.892638|2acb3fc8c67243beb7ad393a2fa2e542|U1|access_application|how to apply|,,,,,,
2022-11-10 12:47:47.892715|2acb3fc8c67243beb7ad393a2fa2e542|B1|||||utter_access_application|Please refer to the webpage: https://sc.edu/apply/index.php ,,,,,,
2022-11-10 12:47:47.892773|2acb3fc8c67243beb7ad393a2fa2e542|B2|||||utter_did_that_help|Did you get the answer？,,,,,,
2022-11-10 12:47:47.892836|2acb3fc8c67243beb7ad393a2fa2e542|U2|helpfulness_rating|helpfulness_1|,,,,,,
2022-11-10 12:47:47.892912|2acb3fc8c67243beb7ad393a2fa2e542|B3|||||utter_carry_on|Thanks, carry on!,,,,,
2022-11-10 12:47:47.892967|2acb3fc8c67243beb7ad393a2fa2e542|U3|meal_plan|eat mael plan|,,,,,,
2022-11-10 12:47:47.893041|2acb3fc8c67243beb7ad393a2fa2e542|B4|||||utter_meal_plan|The are different kinds of meal plans for students and faculties. More about the meal plan, please refer to the webpage: ,,,,,
https://sc.edu/about/offices_and_divisions/dining_services/meal_plans/index.php,,,,,,
2022-11-10 12:47:47.893107|2acb3fc8c67243beb7ad393a2fa2e542|B5|||||utter_did_that_help|Did you get the answer？,,,,,,
2022-11-10 12:47:47.893165|2acb3fc8c67243beb7ad393a2fa2e542|U4|helpfulness_rating|helpfulness_1|,,,,,,
2022-11-10 12:47:47.893239|2acb3fc8c67243beb7ad393a2fa2e542|B6|||||utter_carry_on|Thanks, carry on!,,,,,
2022-11-10 12:47:47.893295|2acb3fc8c67243beb7ad393a2fa2e542|U5|student_card|student|,,,,,,
2022-11-10 12:47:47.893390|2acb3fc8c67243beb7ad393a2fa2e542|B7|||||utter_student_card|First year students, in order to receive your CarolinaCard upon move-in you must upload your photo and sign the cardholder agreement.  Transfer students, please follow the requirements above in order to pick up your CarolinaCard in our office in the basement of the Russell House Student Union on Greene Street.  Faculty and staff, you will also need to follow the requirements above and come to the CarolinaCard office inside the Russell House.,,,
2022-11-10 12:47:47.893457|2acb3fc8c67243beb7ad393a2fa2e542|B8|||||utter_did_that_help|Did you get the answer？,,,,,,
2022-11-10 12:47:47.893516|2acb3fc8c67243beb7ad393a2fa2e542|U6|helpfulness_rating|helpfulness_1|,,,,,,
2022-11-10 12:47:47.893590|2acb3fc8c67243beb7ad393a2fa2e542|B9|||||utter_carry_on|Thanks, carry on!,,,,,
2022-11-10 12:47:47.893644|2acb3fc8c67243beb7ad393a2fa2e542|U7|housing|cost of living|,,,,,,
2022-11-10 12:47:47.893718|2acb3fc8c67243beb7ad393a2fa2e542|B10|||||utter_housing|For the on-campus housing, please contact the help center for the customer service: https://sc.edu/about/offices_and_divisions/housing/help_center/index.php /n/ For the off-campus housing, you should cantact your apartment leasing office. The school also provide consulting and legal service support for the off-campus living issues:  https://sc.edu/about/offices_and_divisions/off_campus_living_and_neighborhood_relations/find-housing/index.php,,,,
2022-11-10 12:47:47.893782|2acb3fc8c67243beb7ad393a2fa2e542|B11|||||utter_did_that_help|Did you get the answer？,,,,,,
2022-11-10 12:47:47.893840|2acb3fc8c67243beb7ad393a2fa2e542|U8|helpfulness_rating|helpfulness_1|,,,,,,
2022-11-10 12:47:47.893913|2acb3fc8c67243beb7ad393a2fa2e542|B12|||||utter_carry_on|Thanks, carry on!,,,,,
2022-11-10 12:47:47.893968|2acb3fc8c67243beb7ad393a2fa2e542|U9|goodbye|bye|,,,,,,
2022-11-10 12:47:47.894042|2acb3fc8c67243beb7ad393a2fa2e542|B13|||||utter_ask_ratings|Could you give us some feedbacks regarding your experience? There will be 5 questions. ,,,,,,
2022-11-10 12:47:47.894099|2acb3fc8c67243beb7ad393a2fa2e542|U10|affirm|Yes|,,,,,,
2022-11-10 12:47:47.894173|2acb3fc8c67243beb7ad393a2fa2e542|B14|||||utter_answers_satisfaction|Are you satisfied with the answers to your questions?,,,,,,
2022-11-10 12:47:47.894230|2acb3fc8c67243beb7ad393a2fa2e542|U11|satisfy_rating|satisfy_4|,,,,,,
2022-11-10 12:47:47.894303|2acb3fc8c67243beb7ad393a2fa2e542|B15|||||utter_interaction|Are you satisfied with how the chatbot interacted with you?,,,,,,
2022-11-10 12:47:47.894360|2acb3fc8c67243beb7ad393a2fa2e542|U12|interaction_rating|interaction_5|,,,,,,
2022-11-10 12:47:47.894435|2acb3fc8c67243beb7ad393a2fa2e542|B16|||||utter_preference|To what extent will you prefer the chatbot over Google search for the answers?,,,,,,
2022-11-10 12:47:47.894491|2acb3fc8c67243beb7ad393a2fa2e542|U13|preference_rating|preference_4|,,,,,,
2022-11-10 12:47:47.894565|2acb3fc8c67243beb7ad393a2fa2e542|B17|||||utter_future_use|Will you choose the chatbot to find UofSC info for the future use?,,,,,,
2022-11-10 12:47:47.894620|2acb3fc8c67243beb7ad393a2fa2e542|U14|future_use_rating|future_use_1|,,,,,,
2022-11-10 12:47:47.894693|2acb3fc8c67243beb7ad393a2fa2e542|B18|||||utter_overall_rating|What’s your overall satisfaction of using the chatbot to find the school information?,,,,,,
2022-11-10 12:47:47.894753|2acb3fc8c67243beb7ad393a2fa2e542|U15|overall_rating|overall_3|,,,,,,
2022-11-10 12:47:47.894827|2acb3fc8c67243beb7ad393a2fa2e542|B19|||||utter_prefinish_1|Thanks, that's all for the feedbacks. The last part is regarding your demographic information.,,,,,
2022-11-10 12:47:47.894883|2acb3fc8c67243beb7ad393a2fa2e542|B20|||||utter_current_student|Are you currently a student studying less than 2 years at UofSC?,,,,,,
2022-11-10 12:47:47.894939|2acb3fc8c67243beb7ad393a2fa2e542|U16|answer_current_student|answer_current_student_1|,,,,,,
2022-11-10 12:47:47.895013|2acb3fc8c67243beb7ad393a2fa2e542|B21|||||utter_gender|What's your gender?,,,,,,
2022-11-10 12:47:47.895067|2acb3fc8c67243beb7ad393a2fa2e542|U17|answer_gender|gender_2|,,,,,,
2022-11-10 12:47:47.895141|2acb3fc8c67243beb7ad393a2fa2e542|B22|||||utter_age|What's your age?,,,,,,
2022-11-10 12:47:47.895195|2acb3fc8c67243beb7ad393a2fa2e542|U18|answer_age|age_1|,,,,,,
2022-11-10 12:47:47.895272|2acb3fc8c67243beb7ad393a2fa2e542|B23|||||utter_marriage|Are you married?,,,,,,
2022-11-10 12:47:47.895326|2acb3fc8c67243beb7ad393a2fa2e542|U19|answer_marriage|marriage_2|,,,,,,
2022-11-10 12:47:47.895401|2acb3fc8c67243beb7ad393a2fa2e542|B24|||||utter_education|What is your current completed education level?,,,,,,
2022-11-10 12:47:47.895457|2acb3fc8c67243beb7ad393a2fa2e542|U20|answer_education|education_1|,,,,,,
2022-11-10 12:47:47.895531|2acb3fc8c67243beb7ad393a2fa2e542|B25|||||utter_prefinish_2|Thanks for your participation and feedbacks. This is all about the experiment.,,,,,,
 ,,,,,,
 【Conversation ended】,,,,,,
2022-11-10 13:06:11.715695|c6452ae79a224aba810aa76b5f0717b4|U0|greet|/greet|,,,,,,
2022-11-10 13:06:11.715737|c6452ae79a224aba810aa76b5f0717b4|B0|||||utter_greet|Hey! Welcome to the website of University of South Carolina, Columbia. I can help you with some basic questions regarding application, locations, student housing, dining on campus, etc. How can I help you?,
2022-11-10 13:06:11.715766|c6452ae79a224aba810aa76b5f0717b4|U1|access_application|where can i apply?|,,,,,,
2022-11-10 13:06:11.715801|c6452ae79a224aba810aa76b5f0717b4|B1|||||utter_access_application|Please refer to the webpage: https://sc.edu/apply/index.php ,,,,,,
2022-11-10 13:06:11.715828|c6452ae79a224aba810aa76b5f0717b4|B2|||||utter_did_that_help|Did you get the answer？,,,,,,
2022-11-10 13:06:11.715858|c6452ae79a224aba810aa76b5f0717b4|U2|helpfulness_rating|helpfulness_1|,,,,,,
2022-11-10 13:06:11.715892|c6452ae79a224aba810aa76b5f0717b4|B3|||||utter_carry_on|Thanks, carry on!,,,,,
2022-11-10 13:06:11.715917|c6452ae79a224aba810aa76b5f0717b4|U3|cost|what is the cost of housing on campus?|,,,,,,
2022-11-10 13:06:11.715952|c6452ae79a224aba810aa76b5f0717b4|B4|||||utter_cost|Typical student apartment price in Columbia range from 500-1500 USD. A room can be found at 350-600 USD.,,,,,,
2022-11-10 13:06:11.715978|c6452ae79a224aba810aa76b5f0717b4|U4|campus|What is there to eat on campus?|,,,,,,
2022-11-10 13:06:11.716011|c6452ae79a224aba810aa76b5f0717b4|B5|||||utter_campus|Please check the campus buildings and facilities at https://sc.edu/about/offices_and_divisions/student_affairs/our_facilities/index.php. Also, there is an interactive campus maps: https://www.sc.edu/visit/map/ ,,,,,
2022-11-10 13:06:11.716037|c6452ae79a224aba810aa76b5f0717b4|B6|||||utter_did_that_help|Did you get the answer？,,,,,,
2022-11-10 13:06:11.716063|c6452ae79a224aba810aa76b5f0717b4|U5|helpfulness_rating|helpfulness_1|,,,,,,
2022-11-10 13:06:11.716096|c6452ae79a224aba810aa76b5f0717b4|B7|||||utter_carry_on|Thanks, carry on!,,,,,
2022-11-10 13:06:11.716121|c6452ae79a224aba810aa76b5f0717b4|U6|nlu_fallback|when is the application deadline?|,,,,,,
2022-11-10 13:06:11.716154|c6452ae79a224aba810aa76b5f0717b4|B8|||||utter_please_rephrase|I'm sorry, I didn't quite understand that. Could you rephrase or ask another question? ,,,,,
2022-11-10 13:06:11.716180|c6452ae79a224aba810aa76b5f0717b4|U7|meal_plan|what is the cost of the meal plan?|,,,,,,
2022-11-10 13:06:11.716213|c6452ae79a224aba810aa76b5f0717b4|B9|||||utter_meal_plan|The are different kinds of meal plans for students and faculties. More about the meal plan, please refer to the webpage: ,,,,,
https://sc.edu/about/offices_and_divisions/dining_services/meal_plans/index.php,,,,,,
2022-11-10 13:06:11.716243|c6452ae79a224aba810aa76b5f0717b4|B10|||||utter_did_that_help|Did you get the answer？,,,,,,
2022-11-10 13:06:11.716270|c6452ae79a224aba810aa76b5f0717b4|U8|helpfulness_rating|helpfulness_1|,,,,,,
2022-11-10 13:06:11.716303|c6452ae79a224aba810aa76b5f0717b4|B11|||||utter_carry_on|Thanks, carry on!,,,,,
2022-11-10 13:06:11.716329|c6452ae79a224aba810aa76b5f0717b4|U9|application_status|Where can i track my application status?|,,,,,,
2022-11-10 13:06:11.716362|c6452ae79a224aba810aa76b5f0717b4|B12|||||utter_application_status|You need to go to check the application portal or contact to the admission office. The application portal: https://applyweb.collegenet.com/account/new/create?origin=https://www.applyweb.com/cgi-bin/applymenu?instcode=uscgrad or https://apply.sc.edu/register/freshman ,,,,,,
2022-11-10 13:06:11.716391|c6452ae79a224aba810aa76b5f0717b4|B13|||||utter_did_that_help|Did you get the answer？,,,,,,
2022-11-10 13:06:11.716417|c6452ae79a224aba810aa76b5f0717b4|U10|helpfulness_rating|helpfulness_1|,,,,,,
2022-11-10 13:06:11.716450|c6452ae79a224aba810aa76b5f0717b4|B14|||||utter_carry_on|Thanks, carry on!,,,,,
2022-11-10 13:06:11.716475|c6452ae79a224aba810aa76b5f0717b4|U11|campus|Where is the campus?|,,,,,,
2022-11-10 13:06:11.716507|c6452ae79a224aba810aa76b5f0717b4|B15|||||utter_campus|Please check the campus buildings and facilities at https://sc.edu/about/offices_and_divisions/student_affairs/our_facilities/index.php. Also, there is an interactive campus maps: https://www.sc.edu/visit/map/ ,,,,,
2022-11-10 13:06:11.716533|c6452ae79a224aba810aa76b5f0717b4|B16|||||utter_did_that_help|Did you get the answer？,,,,,,
2022-11-10 13:06:11.716558|c6452ae79a224aba810aa76b5f0717b4|U12|helpfulness_rating|helpfulness_1|,,,,,,
2022-11-10 13:06:11.716592|c6452ae79a224aba810aa76b5f0717b4|B17|||||utter_carry_on|Thanks, carry on!,,,,,
2022-11-10 13:06:11.716616|c6452ae79a224aba810aa76b5f0717b4|U13|application_fee|What is the application fee?|,,,,,,
2022-11-10 13:06:11.716649|c6452ae79a224aba810aa76b5f0717b4|B18|||||utter_application_fee|The application fee for undergradute is $65 (Common Application Fee without waiver);for general graduate program is $50. Other applications may cost more.,,,,,,
2022-11-10 13:06:11.716675|c6452ae79a224aba810aa76b5f0717b4|B19|||||utter_did_that_help|Did you get the answer？,,,,,,
2022-11-10 13:06:11.716700|c6452ae79a224aba810aa76b5f0717b4|U14|helpfulness_rating|helpfulness_1|,,,,,,
2022-11-10 13:06:11.716732|c6452ae79a224aba810aa76b5f0717b4|B20|||||utter_carry_on|Thanks, carry on!,,,,,
2022-11-10 13:06:11.716756|c6452ae79a224aba810aa76b5f0717b4|U15|goodbye|bye|,,,,,,
2022-11-10 13:06:11.716789|c6452ae79a224aba810aa76b5f0717b4|B21|||||utter_ask_ratings|Could you give us some feedbacks regarding your experience? There will be 5 questions. ,,,,,,
2022-11-10 13:06:11.716814|c6452ae79a224aba810aa76b5f0717b4|U16|affirm|Yes|,,,,,,
2022-11-10 13:06:11.716848|c6452ae79a224aba810aa76b5f0717b4|B22|||||utter_answers_satisfaction|Are you satisfied with the answers to your questions?,,,,,,
2022-11-10 13:06:11.716872|c6452ae79a224aba810aa76b5f0717b4|U17|satisfy_rating|satisfy_4|,,,,,,
2022-11-10 13:06:11.716905|c6452ae79a224aba810aa76b5f0717b4|B23|||||utter_interaction|Are you satisfied with how the chatbot interacted with you?,,,,,,
2022-11-10 13:06:11.716929|c6452ae79a224aba810aa76b5f0717b4|U18|interaction_rating|interaction_5|,,,,,,
2022-11-10 13:06:11.716962|c6452ae79a224aba810aa76b5f0717b4|B24|||||utter_preference|To what extent will you prefer the chatbot over Google search for the answers?,,,,,,
2022-11-10 13:06:11.716987|c6452ae79a224aba810aa76b5f0717b4|U19|preference_rating|preference_3|,,,,,,
2022-11-10 13:06:11.717019|c6452ae79a224aba810aa76b5f0717b4|B25|||||utter_future_use|Will you choose the chatbot to find UofSC info for the future use?,,,,,,
2022-11-10 13:06:11.717043|c6452ae79a224aba810aa76b5f0717b4|U20|future_use_rating|future_use_3|,,,,,,
2022-11-10 13:06:11.717076|c6452ae79a224aba810aa76b5f0717b4|B26|||||utter_overall_rating|What’s your overall satisfaction of using the chatbot to find the school information?,,,,,,
2022-11-10 13:06:11.717103|c6452ae79a224aba810aa76b5f0717b4|U21|overall_rating|overall_4|,,,,,,
2022-11-10 13:06:11.717136|c6452ae79a224aba810aa76b5f0717b4|B27|||||utter_prefinish_1|Thanks, that's all for the feedbacks. The last part is regarding your demographic information.,,,,,
2022-11-10 13:06:11.717161|c6452ae79a224aba810aa76b5f0717b4|B28|||||utter_current_student|Are you currently a student studying less than 2 years at UofSC?,,,,,,
2022-11-10 13:06:11.717186|c6452ae79a224aba810aa76b5f0717b4|U22|answer_current_student|answer_current_student_2|,,,,,,
2022-11-10 13:06:11.717218|c6452ae79a224aba810aa76b5f0717b4|B29|||||utter_gender|What's your gender?,,,,,,
2022-11-10 13:06:11.717243|c6452ae79a224aba810aa76b5f0717b4|U23|answer_gender|gender_2|,,,,,,
2022-11-10 13:06:11.717275|c6452ae79a224aba810aa76b5f0717b4|B30|||||utter_age|What's your age?,,,,,,
2022-11-10 13:06:11.717299|c6452ae79a224aba810aa76b5f0717b4|U24|answer_age|age_2|,,,,,,
2022-11-10 13:06:11.717332|c6452ae79a224aba810aa76b5f0717b4|B31|||||utter_marriage|Are you married?,,,,,,
2022-11-10 13:06:11.717363|c6452ae79a224aba810aa76b5f0717b4|U25|answer_marriage|marriage_2|,,,,,,
2022-11-10 13:06:11.717395|c6452ae79a224aba810aa76b5f0717b4|B32|||||utter_education|What is your current completed education level?,,,,,,
2022-11-10 13:06:11.717420|c6452ae79a224aba810aa76b5f0717b4|U26|answer_education|education_2|,,,,,,
2022-11-10 13:06:11.717452|c6452ae79a224aba810aa76b5f0717b4|B33|||||utter_prefinish_2|Thanks for your participation and feedbacks. This is all about the experiment.,,,,,,
2022-11-10 13:52:17.322813|9731f20b13b24fd8a9a68e91b05493a8|U0|greet|/greet|,,,,,,
2022-11-10 13:52:17.322905|9731f20b13b24fd8a9a68e91b05493a8|B0|||||utter_greet|Hey! Welcome to the website of University of South Carolina, Columbia. I can help you with some basic questions regarding application, locations, student housing, dining on campus, etc. How can I help you?,
2022-11-10 13:52:17.322970|9731f20b13b24fd8a9a68e91b05493a8|U1|greet|Hi|,,,,,,
2022-11-10 13:52:17.323047|9731f20b13b24fd8a9a68e91b05493a8|B1|||||utter_greet|Hey! Welcome to the website of University of South Carolina, Columbia. I can help you with some basic questions regarding application, locations, student housing, dining on campus, etc. How can I help you?,
2022-11-10 13:52:17.323106|9731f20b13b24fd8a9a68e91b05493a8|U2|access_application|How should I apply?|,,,,,,
2022-11-10 13:52:17.323184|9731f20b13b24fd8a9a68e91b05493a8|B2|||||utter_access_application|Please refer to the webpage: https://sc.edu/apply/index.php ,,,,,,
2022-11-10 13:52:17.323242|9731f20b13b24fd8a9a68e91b05493a8|B3|||||utter_did_that_help|Did you get the answer？,,,,,,
2022-11-10 13:52:17.323309|9731f20b13b24fd8a9a68e91b05493a8|U3|helpfulness_rating|helpfulness_1|,,,,,,
2022-11-10 13:52:17.323385|9731f20b13b24fd8a9a68e91b05493a8|B4|||||utter_carry_on|Thanks, carry on!,,,,,
2022-11-10 13:52:17.323442|9731f20b13b24fd8a9a68e91b05493a8|U4|application_fee|How much would the application fee be?|,,,,,,
2022-11-10 13:52:17.323518|9731f20b13b24fd8a9a68e91b05493a8|B5|||||utter_application_fee|The application fee for undergradute is $65 (Common Application Fee without waiver);for general graduate program is $50. Other applications may cost more.,,,,,,
2022-11-10 13:52:17.323575|9731f20b13b24fd8a9a68e91b05493a8|B6|||||utter_did_that_help|Did you get the answer？,,,,,,
2022-11-10 13:52:17.323634|9731f20b13b24fd8a9a68e91b05493a8|U5|cost|Where can I find an apartment?|,,,,,,
